GAT(
  (gat_layers): ModuleList(
    (0): GATConv(
      (fc): Linear(in_features=3703, out_features=256, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
    (1): GATConv(
      (fc): Linear(in_features=256, out_features=256, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
    (2): GATConv(
      (fc): Linear(in_features=256, out_features=6, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
  )
)
Epoch 00067 | Time(s) 3.7129 | Loss 0.3889 | TrainAcc 0.8667 | ValAcc 0.6640 | f1-score 0.4860 |ETputs(KTEPS) 3.35| GPU : 0.0 MB 
Epoch 00068 | Time(s) 3.7119 | Loss 0.5139 | TrainAcc 0.8167 | ValAcc 0.6640 | f1-score 0.4800 |ETputs(KTEPS) 3.35| GPU : 0.0 MB 
Epoch 00069 | Time(s) 3.7194 | Loss 0.4707 | TrainAcc 0.8250 | ValAcc 0.6640 | f1-score 0.5120 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00070 | Time(s) 3.7132 | Loss 0.3968 | TrainAcc 0.8333 | ValAcc 0.6660 | f1-score 0.4920 |ETputs(KTEPS) 3.35| GPU : 0.0 MB 
Epoch 00071 | Time(s) 3.7154 | Loss 0.5204 | TrainAcc 0.7917 | ValAcc 0.6660 | f1-score 0.4940 |ETputs(KTEPS) 3.35| GPU : 0.0 MB 
Epoch 00072 | Time(s) 3.7117 | Loss 0.4930 | TrainAcc 0.8000 | ValAcc 0.6660 | f1-score 0.4760 |ETputs(KTEPS) 3.35| GPU : 0.0 MB 
Epoch 00073 | Time(s) 3.7053 | Loss 0.6562 | TrainAcc 0.7417 | ValAcc 0.6700 | f1-score 0.4920 |ETputs(KTEPS) 3.35| GPU : 0.0 MB 
Epoch 00074 | Time(s) 3.7108 | Loss 0.4985 | TrainAcc 0.8000 | ValAcc 0.6680 | f1-score 0.4760 |ETputs(KTEPS) 3.35| GPU : 0.0 MB 
Epoch 00075 | Time(s) 3.7045 | Loss 0.5409 | TrainAcc 0.8250 | ValAcc 0.6720 | f1-score 0.5100 |ETputs(KTEPS) 3.36| GPU : 0.0 MB 
Epoch 00076 | Time(s) 3.7174 | Loss 0.6027 | TrainAcc 0.7583 | ValAcc 0.6760 | f1-score 0.4500 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00077 | Time(s) 3.7244 | Loss 0.6053 | TrainAcc 0.7667 | ValAcc 0.6700 | f1-score 0.5240 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00078 | Time(s) 3.7304 | Loss 0.5357 | TrainAcc 0.8000 | ValAcc 0.6740 | f1-score 0.5040 |ETputs(KTEPS) 3.33| GPU : 0.0 MB 
Epoch 00079 | Time(s) 3.7454 | Loss 0.4110 | TrainAcc 0.8417 | ValAcc 0.6780 | f1-score 0.4860 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00080 | Time(s) 3.7523 | Loss 0.6492 | TrainAcc 0.7000 | ValAcc 0.6760 | f1-score 0.5200 |ETputs(KTEPS) 3.31| GPU : 0.0 MB 
Epoch 00081 | Time(s) 3.7539 | Loss 0.5826 | TrainAcc 0.7833 | ValAcc 0.6740 | f1-score 0.5060 |ETputs(KTEPS) 3.31| GPU : 0.0 MB 
Epoch 00082 | Time(s) 3.7714 | Loss 0.6348 | TrainAcc 0.7250 | ValAcc 0.6760 | f1-score 0.5140 |ETputs(KTEPS) 3.30| GPU : 0.0 MB 
Epoch 00083 | Time(s) 3.7822 | Loss 0.3748 | TrainAcc 0.9000 | ValAcc 0.6760 | f1-score 0.5360 |ETputs(KTEPS) 3.29| GPU : 0.0 MB 
Epoch 00084 | Time(s) 3.7889 | Loss 0.5421 | TrainAcc 0.7667 | ValAcc 0.6740 | f1-score 0.5040 |ETputs(KTEPS) 3.28| GPU : 0.0 MB 
Epoch 00085 | Time(s) 3.7837 | Loss 0.5276 | TrainAcc 0.7750 | ValAcc 0.6740 | f1-score 0.5040 |ETputs(KTEPS) 3.29| GPU : 0.0 MB 
Epoch 00086 | Time(s) 3.7803 | Loss 0.4475 | TrainAcc 0.8250 | ValAcc 0.6740 | f1-score 0.5160 |ETputs(KTEPS) 3.29| GPU : 0.0 MB 
Epoch 00087 | Time(s) 3.7703 | Loss 0.4919 | TrainAcc 0.8083 | ValAcc 0.6700 | f1-score 0.4860 |ETputs(KTEPS) 3.30| GPU : 0.0 MB 
Epoch 00088 | Time(s) 3.7567 | Loss 0.4352 | TrainAcc 0.8333 | ValAcc 0.6700 | f1-score 0.4800 |ETputs(KTEPS) 3.31| GPU : 0.0 MB 
Epoch 00089 | Time(s) 3.7434 | Loss 0.5289 | TrainAcc 0.7833 | ValAcc 0.6680 | f1-score 0.5120 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00090 | Time(s) 3.7439 | Loss 0.4939 | TrainAcc 0.8250 | ValAcc 0.6660 | f1-score 0.4920 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00091 | Time(s) 3.7433 | Loss 0.5616 | TrainAcc 0.8167 | ValAcc 0.6680 | f1-score 0.4860 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00092 | Time(s) 3.7434 | Loss 0.5519 | TrainAcc 0.7917 | ValAcc 0.6700 | f1-score 0.5120 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00093 | Time(s) 3.7408 | Loss 0.4158 | TrainAcc 0.8583 | ValAcc 0.6780 | f1-score 0.4840 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00094 | Time(s) 3.7422 | Loss 0.5432 | TrainAcc 0.7500 | ValAcc 0.6780 | f1-score 0.5160 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00095 | Time(s) 3.7489 | Loss 0.5313 | TrainAcc 0.7833 | ValAcc 0.6860 | f1-score 0.4920 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00096 | Time(s) 3.7465 | Loss 0.5418 | TrainAcc 0.7500 | ValAcc 0.6920 | f1-score 0.5060 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00097 | Time(s) 3.7448 | Loss 0.5151 | TrainAcc 0.8000 | ValAcc 0.6900 | f1-score 0.5120 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00098 | Time(s) 3.7447 | Loss 0.6017 | TrainAcc 0.7750 | ValAcc 0.6860 | f1-score 0.5140 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
Epoch 00099 | Time(s) 3.7403 | Loss 0.5587 | TrainAcc 0.7750 | ValAcc 0.6900 | f1-score 0.5100 |ETputs(KTEPS) 3.32| GPU : 0.0 MB 
